"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"PSA";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX ApKa";"CX BpKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA Lipinski";"HBD Lipinski";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL1275977";"NEOMYCIN SULFATE";"Biosol|Fradiomycin Sulfate|Mycifradin|NEO-FRADIN|NEO-RX|NEOBIOTIC|NEOMYCIN SULFATE";"Small molecule";"0";"712.73";"7";"15";"-8.90";"353.11";"19";"13";"3";"9";"N";"0.11";"12.15";"9.71";"-8.42";"-15.47";"0";"MOL";"-1";"42";"19";"19";"3";"614.3123";"BASE";"C23H48N6O17S";"NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O.O=S(=O)(O)O"
"CHEMBL572";"NITROFURANTOIN";"BERKFURIN|CEDURAN|Dantafur|FURALAN|Furadantin|GENFURA|Ivadantin|MACROBID|Macrodantin|NITROFURANTOIN|NITROFURANTOIN (MONOHYDRATE/MACROCRYSTALS)|NITROFURANTOIN MACROCRYSTALLINE|NITROFURANTOIN, MACROCRYSTALLINE|NSC-2107|NSC-44150|Nitrofurantoin";"Small molecule";"4";"238.16";"213";"3155";"0.07";"118.05";"6";"1";"0";"3";"N";"0.35";"8.23";"None";"-0.22";"-0.28";"1";"MOL";"0";"17";"9";"1";"0";"238.0338";"NEUTRAL";"C8H6N4O5";"O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1"
"CHEMBL1200965";"BACAMPICILLIN HYDROCHLORIDE";"AMBAXIN|BACAMPICILLIN HYDROCHLORIDE|Spectrobid";"Small molecule";"4";"501.99";"7";"15";"1.30";"137.26";"9";"2";"0";"7";"N";"0.35";"11.72";"7.23";"1.47";"1.25";"1";"MOL";"0";"32";"10";"3";"0";"465.1570";"NEUTRAL";"C21H28ClN3O7S";"CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C.Cl"
"CHEMBL1200506";"ERYTHROMYCIN LACTOBIONATE";"ERYTHROMYCIN|ERYTHROMYCIN LACTOBIONATE|Erythrocin";"Small molecule";"4";"1092.23";"1";"3";"1.79";"193.91";"14";"5";"2";"7";"N";"0.24";"12.45";"8.38";"2.60";"1.57";"0";"MOL";"0";"51";"14";"5";"2";"733.4612";"NEUTRAL";"C49H89NO25";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O.O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO"
"CHEMBL1631107";"CEFQUINOME";"CEFQUINOME|Cefquinome";"Small molecule";"0";"528.62";"11";"26";"-0.65";"153.92";"10";"2";"1";"7";"N";"0.21";"2.72";"3.55";"-3.56";"-3.21";"2";"MOL";"0";"36";"11";"3";"2";"528.1250";"ACID";"C23H24N6O5S2";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCCC4)CS[C@H]12)c1csc(N)n1"
"CHEMBL1201116";"HETACILLIN";"BL-P 804|BRL-804|HETACILLIN|Hetacin|Natacillin|Versapen";"Small molecule";"4";"389.48";"9";"29";"1.41";"89.95";"5";"2";"0";"3";"N";"0.76";"3.33";"4.79";"0.06";"-1.99";"1";"MOL";"0";"27";"7";"2";"0";"389.1409";"ACID";"C19H23N3O4S";"CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O"
"CHEMBL819";"OXACILLIN";"OXACILLIN|Oxacillin|Prostaphlin";"Small molecule";"4";"401.44";"85";"1744";"1.90";"112.74";"6";"2";"0";"4";"N";"0.75";"3.75";"None";"1.70";"-1.59";"2";"MOL";"0";"28";"8";"2";"0";"401.1045";"ACID";"C19H19N3O5S";"Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12"
"CHEMBL2105321";"RANIMYCIN";"RANIMYCIN|U-25,873";"Small molecule";"0";"258.27";"";"";"-0.69";"104.06";"6";"3";"0";"5";"N";"0.45";"12.70";"None";"-0.69";"-0.69";"0";"MOL";"0";"18";"6";"3";"0";"258.1103";"NEUTRAL";"C12H18O6";"CCCCC(=O)OC1C(C=O)=CC(O)C(O)C1O"
"CHEMBL2078925";"OLAMUFLOXACIN";"OLAMUFLOXACIN";"Small molecule";"0";"386.43";"";"";"1.99";"114.58";"6";"3";"0";"3";"N";"0.70";"5.76";"9.37";"-0.18";"-0.17";"2";"MOL";"0";"28";"7";"5";"0";"386.1754";"ZWITTERION";"C20H23FN4O3";"Cc1c(N2C[C@@H](N)C3(CC3)C2)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c12"
"CHEMBL3545060";"ERYTHROMYCIN GLUCEPTATE";"ERYTHROMYCIN GLUCEPTATE|ERYTHROMYCIN GLUCOHEPTONATE|ILOTYCIN GLUCEPTATE|Ilotycin";"Small molecule";"4";"960.12";"";"";"1.79";"193.91";"14";"5";"2";"7";"N";"0.24";"12.45";"8.38";"2.60";"1.57";"0";"MOL";"0";"51";"14";"5";"2";"733.4612";"NEUTRAL";"C44H81NO21";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O.O=C(O)[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO"
"CHEMBL2105637";"DELAFLOXACIN";"ABT-492|DELAFLOXACIN|RX-3341|WQ-3034";"Small molecule";"4";"440.77";"";"";"1.92";"121.68";"7";"3";"0";"3";"N";"0.57";"5.43";"None";"2.56";"0.59";"3";"MOL";"0";"30";"8";"4";"0";"440.0499";"ACID";"C18H12ClF3N4O4";"Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F"
"CHEMBL57053";"PARACHLOROPHENOL";"PARACHLOROPHENOL";"Small molecule";"0";"128.56";"26";"65";"2.05";"20.23";"1";"1";"0";"0";"Y";"0.57";"8.96";"None";"2.27";"2.26";"1";"MOL";"0";"8";"1";"1";"0";"128.0029";"NEUTRAL";"C6H5ClO";"Oc1ccc(Cl)cc1"
"CHEMBL1672";"CEFPODOXIME";"CEFPODOXIME|Cefpodoxime|ORELOX|ORELOX PAED";"Small molecule";"4";"427.46";"16";"166";"-0.54";"156.44";"10";"3";"0";"7";"N";"0.30";"2.75";"3.61";"-1.27";"-3.99";"1";"MOL";"0";"28";"11";"4";"1";"427.0620";"ACID";"C15H17N5O6S2";"COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1"
"CHEMBL1449";"TICARCILLIN";"TICARCILLIN|Ticarcillin";"Small molecule";"4";"384.44";"65";"878";"0.55";"124.01";"6";"3";"0";"5";"N";"0.50";"3.09";"None";"0.60";"-5.97";"1";"MOL";"0";"25";"8";"3";"0";"384.0450";"ACID";"C15H16N2O6S2";"CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O"
"CHEMBL1571863";"ISOCONAZOLE";"ISOCONAZOLE|ISOCONAZOLE NITRATE|R-15,454 [AS NITRATE SALT]|TRAVOGYN";"Small molecule";"4";"416.14";"30";"63";"6.45";"27.05";"3";"0";"1";"6";"N";"0.46";"None";"6.48";"5.96";"5.92";"3";"MOL";"0";"25";"3";"0";"1";"413.9860";"NEUTRAL";"C18H14Cl4N2O";"Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1"
"CHEMBL2107073";"SANFETRINEM CILEXETIL";"GV 118819X|SANFETRINEM|SANFETRINEM CILEXETIL";"Small molecule";"0";"451.52";"";"";"2.65";"111.60";"8";"1";"0";"6";"N";"0.37";"None";"None";"2.34";"2.34";"0";"MOL";"0";"32";"9";"1";"0";"451.2206";"NEUTRAL";"C23H33NO8";"CO[C@H]1CCC[C@H]2C1=C(C(=O)OC(C)OC(=O)OC1CCCCC1)N1C(=O)[C@H]([C@@H](C)O)[C@@H]21"
"CHEMBL614";"PYRAZINAMIDE";"D-50|MK-56|NSC-14911|PIRILENE|PYRAFAT|PYRAZINAMIDE|PYRAZINECARBOXAMIDE|Pyrazinamide|TEBRAZID";"Small molecule";"4";"123.11";"175";"1128";"-0.42";"68.87";"3";"1";"0";"1";"N";"0.55";"13.06";"None";"-1.23";"-1.23";"1";"MOL";"0";"9";"4";"2";"0";"123.0433";"NEUTRAL";"C5H5N3O";"NC(=O)c1cnccn1"
"CHEMBL1292";"CLOFAZIMINE";"CLOFAZIMINE|G 30320|G-30320|Lamprene|NSC-141046";"Small molecule";"4";"473.41";"74";"306";"7.49";"42.21";"4";"1";"1";"4";"N";"0.27";"None";"6.63";"7.30";"7.24";"3";"MOL";"0";"33";"4";"1";"1";"472.1222";"NEUTRAL";"C27H22Cl2N4";"CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1"
"CHEMBL1615351";"TROSPECTOMYCIN SULFATE";"";"Small molecule";"0";"472.51";"1";"3";"-1.76";"129.51";"9";"5";"0";"5";"N";"0.38";"8.66";"9.17";"-0.79";"-1.68";"0";"MOL";"-1";"26";"9";"5";"0";"374.2053";"BASE";"C17H32N2O11S";"CCCC[C@@H]1CC(=O)[C@]2(O)O[C@@H]3[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@H]3O[C@@H]2O1.O=S(=O)(O)O"
"CHEMBL1201281";"CHLORAMPHENICOL SUCCINIC ACID";"Chloramphenicol succinate";"Small molecule";"4";"423.20";"4";"8";"1.32";"156.07";"7";"3";"0";"10";"N";"0.22";"3.65";"None";"1.14";"-2.19";"1";"MOL";"0";"27";"10";"3";"0";"422.0284";"ACID";"C15H16Cl2N2O8";"O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1"
"CHEMBL157548";"DANOFLOXACIN";"DANOFLOXACIN";"Small molecule";"0";"357.39";"120";"342";"2.07";"65.78";"5";"1";"0";"3";"N";"0.91";"5.47";"6.72";"0.58";"-0.01";"2";"MOL";"0";"26";"6";"1";"0";"357.1489";"ACID";"C19H20FN3O3";"CN1C[C@@H]2C[C@H]1CN2c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1"
"CHEMBL485696";"SULFISOMIDINE";"SULFAISODIMIDINE|SULFISOMIDINE|SULFISOMIDINE SODIUM|SULPHASOMIDINE|Sulfaisodimidine";"Small molecule";"0";"278.34";"5";"27";"1.48";"97.97";"5";"2";"0";"3";"N";"0.83";"6.12";"5.00";"0.91";"0.28";"2";"MOL";"0";"19";"6";"3";"0";"278.0837";"ACID";"C12H14N4O2S";"Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1"
"CHEMBL2106491";"CETOCYCLINE HYDROCHLORIDE";"ABBOTT-40728|CETOCYCLINE HYDROCHLORIDE|CETOTETRINE HYDROCHLORIDE";"Small molecule";"0";"447.87";"10";"13";"1.27";"158.15";"8";"5";"0";"1";"N";"0.35";"2.45";"7.86";"-0.06";"-0.19";"2";"MOL";"0";"30";"8";"6";"1";"411.1318";"ACID";"C22H22ClNO7";"CC(=O)C1=C(O)[C@H](N)[C@@H]2Cc3c(c(O)c4c(O)c(C)ccc4c3C)C(=O)[C@]2(O)C1=O.Cl"
"CHEMBL1200852";"PENICILLIN V POTASSIUM";"Beepen VK|Beepen-vk|Betapen-vk|LEDERCILLIN VK|PENAPAR-VK|PENICILLIN POTASSIUM PHENOXYMETHYL|PENICILLIN V POTASSIUM|PENICILLIN-VK|PHENOXYMETHYLPENICILLIN POTASSIUM|Pen-vee K|Penicillin VK|Pfizerpen Vk|Phenoxymethylpenicillin K|UTICILLIN VK|V-Cillin-K|V-cillin K|VEETIDS '125'|VEETIDS '250'|VEETIDS '500'|Veetids";"Small molecule";"4";"388.49";"10";"15";"0.70";"95.94";"5";"2";"0";"5";"N";"0.76";"3.39";"None";"0.76";"-2.64";"1";"MOL";"0";"24";"7";"2";"0";"350.0936";"ACID";"C16H17KN2O5S";"CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+]"
"CHEMBL19687";"STALLIMYCIN HYDROCHLORIDE";"F.I. 6426|Herperal|STALLIMYCIN HYDROCHLORIDE";"Small molecule";"0";"517.98";"";"";"0.83";"181.06";"8";"6";"1";"10";"N";"0.14";"None";"12.55";"-1.08";"-3.35";"3";"MOL";"0";"35";"13";"7";"2";"481.2186";"BASE";"C22H28ClN9O4";"Cl.Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cc1C(=O)NCCC(=N)N"
"CHEMBL2105669";"TEDIZOLID PHOSPHATE";"SIVEXTRO|TEDIZOLID PHOSPHATE|TOREZOLID PHOSPHATE|TR-701 FA|TR-701-FA|TR-701FA";"Small molecule";"4";"450.32";"6";"8";"1.51";"152.79";"9";"2";"0";"6";"N";"0.53";"1.35";"None";"1.97";"-1.38";"3";"MOL";"0";"31";"12";"2";"1";"450.0853";"ACID";"C17H16FN6O6P";"Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1"
"CHEMBL419";"MAFENIDE";"4-HOMOSULFANILAMIDE|D06BA03|MAFENIDE|Mafenide|NSC-34632|Sulfamylon";"Small molecule";"4";"186.24";"54";"269";"-0.21";"86.18";"3";"2";"0";"2";"N";"0.67";"10.25";"9.04";"-0.52";"-1.96";"1";"MOL";"0";"12";"4";"4";"0";"186.0463";"BASE";"C7H10N2O2S";"NCc1ccc(S(N)(=O)=O)cc1"
"CHEMBL3183193";"CEFMENOXIME HYDROCHLORIDE";"ABBOTT-50192 (HCL)|CEFMENOXIME HYDROCHLORIDE|Cefmax|SCE-1365 (TAKEDA) (BASE)|Tacef";"Small molecule";"4";"1059.60";"";"";"-0.87";"190.81";"14";"3";"2";"8";"N";"0.17";"2.73";"3.42";"-0.93";"-3.58";"2";"MOL";"0";"33";"14";"4";"2";"511.0515";"ACID";"C32H35ClN18O10S6";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.Cl"
"CHEMBL719";"MUPIROCIN";"BRL 4910A|BRL-4910A|Bactroban|Centany|MUPIROCIN|PSEUDOMONIC ACID";"Small molecule";"4";"500.63";"51";"328";"2.59";"146.05";"8";"4";"1";"16";"N";"0.11";"4.83";"None";"2.45";"-0.07";"0";"MOL";"0";"35";"9";"4";"1";"500.2985";"ACID";"C26H44O9";"C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O"
"CHEMBL236297";"RIFALAZIL";"KRM-1648|RIFALAZIL";"Small molecule";"3";"941.09";"9";"28";"6.43";"230.66";"16";"5";"3";"5";"N";"0.08";"4.52";"8.63";"4.48";"2.89";"2";"MOL";"0";"68";"17";"5";"3";"940.4470";"ZWITTERION";"C51H64N4O13";"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(=O)c(c5oc6cc(N7CCN(CC(C)C)CC7)cc(O)c6nc-5c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C"
"CHEMBL1908333";"TILMICOSIN";"EL870|Micotil|TILMICOSIN";"Small molecule";"0";"869.15";"13";"34";"3.34";"186.15";"15";"4";"2";"12";"N";"0.21";"12.54";"9.57";"4.19";"1.39";"0";"MOL";"0";"61";"15";"4";"2";"868.5660";"BASE";"C46H80N2O13";"CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2C[C@@H](C)C[C@@H](C)C2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC"
"CHEMBL398440";"CHLOROXYLENOL";"CHLOROXYLENOL";"Small molecule";"4";"156.61";"139";"759";"2.66";"20.23";"1";"1";"0";"0";"Y";"0.61";"9.21";"None";"3.30";"3.29";"1";"MOL";"0";"10";"1";"1";"0";"156.0342";"NEUTRAL";"C8H9ClO";"Cc1cc(O)cc(C)c1Cl"
"CHEMBL4297677";"TEBIPENEM PIVOXIL HYDROBROMIDE";"SPR-994|SPR994|TBPM-PI-HBr|TEBIPENEM PIVOXIL HYDROBROMIDE";"Small molecule";"1";"578.55";"";"";"1.67";"108.74";"10";"1";"0";"6";"N";"0.33";"None";"6.27";"1.59";"1.56";"0";"MOL";"0";"33";"9";"1";"0";"497.1654";"NEUTRAL";"C22H32BrN3O6S2";"Br.C[C@@H](O)[C@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(SC3CN(C4=NCCS4)C3)[C@H](C)[C@H]12"
"CHEMBL1164";"METHICILLIN SODIUM";"SQ-16123|Staphcillin";"Small molecule";"0";"402.40";"11";"35";"0.95";"105.17";"6";"2";"0";"5";"N";"0.73";"2.96";"None";"0.79";"-2.69";"1";"MOL";"-1";"26";"8";"2";"0";"380.1042";"ACID";"C17H19N2NaO6S";"COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.[Na+]"
"CHEMBL2104519";"XIBORNOL";"XIBORNOL";"Small molecule";"0";"258.40";"";"";"4.94";"20.23";"1";"1";"0";"1";"N";"0.76";"10.86";"None";"5.36";"5.36";"1";"MOL";"0";"19";"1";"1";"0";"258.1984";"NEUTRAL";"C18H26O";"Cc1cc(O)c(C2CC3CCC2(C)C3(C)C)cc1C"
"CHEMBL1908350";"ROKITAMYCIN";"ROKITAMYCIN";"Small molecule";"0";"828.01";"8";"44";"3.16";"206.05";"16";"3";"2";"13";"N";"0.14";"12.71";"7.90";"3.63";"3.01";"0";"MOL";"0";"58";"16";"3";"2";"827.4667";"NEUTRAL";"C42H69NO15";"CCCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](O)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)OC(=O)CC"
"CHEMBL265442";"NIFURADENE";"NF-246|NIFURADENE|OXAFURADENE";"Small molecule";"0";"224.18";"1";"2";"0.55";"100.98";"5";"1";"0";"3";"N";"0.46";"11.86";"None";"0.14";"0.14";"1";"MOL";"0";"16";"8";"1";"0";"224.0546";"NEUTRAL";"C8H8N4O4";"O=C1NCCN1/N=C/c1ccc([N+](=O)[O-])o1"
"CHEMBL1436";"CEFUROXIME";"640/359|CEFUROXIME|Cefuroxime|Cefuroximine|Kefurox|Zinacef";"Small molecule";"4";"424.39";"135";"1426";"-0.54";"173.76";"9";"3";"0";"7";"N";"0.30";"2.96";"None";"-0.90";"-4.38";"1";"MOL";"0";"29";"12";"4";"1";"424.0689";"ACID";"C16H16N4O8S";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1"
"CHEMBL528";"CEFTIZOXIME";"CEFTIZOXIME|Cefizox|Ceftizoxime|FK-749";"Small molecule";"4";"383.41";"26";"192";"-0.56";"147.21";"9";"3";"0";"5";"N";"0.35";"2.66";"3.60";"-0.94";"-3.61";"1";"MOL";"0";"25";"10";"4";"0";"383.0358";"ACID";"C13H13N5O5S2";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1"
"CHEMBL1908372";"CEFBUPERAZONE";"BMY-25182|CEFBUPERAZONE|CEFBUPERAZONE SODIUM|T-1982";"Small molecule";"0";"627.66";"5";"24";"-2.84";"229.49";"14";"4";"2";"10";"N";"0.09";"3.17";"None";"-1.99";"-5.44";"1";"MOL";"0";"42";"18";"4";"2";"627.1530";"ACID";"C22H29N9O9S2";"CCN1CCN(C(=O)N[C@@H](C(=O)N[C@]2(OC)C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@@H]32)[C@H](C)O)C(=O)C1=O"
"CHEMBL439";"SULFADIAZINE";"Adiazine|Coco-diazine|Diazyl|NSC-35600|SSD|SULFACOMBIN|SULFADIAZINE|SULFADIAZINE (TRISULFAPYRIMIDINES)|SULPHADIAZINE|Sildaflo|Silvadene|Sulfadiazine|Sulfapyrimidine|Sulfolex|Sulphadiazine|Thermazene";"Small molecule";"4";"250.28";"167";"838";"0.86";"97.97";"5";"2";"0";"3";"N";"0.79";"6.99";"2.01";"0.39";"-0.05";"2";"MOL";"0";"17";"6";"3";"0";"250.0524";"NEUTRAL";"C10H10N4O2S";"Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1"
"CHEMBL507870";"TELAVANCIN";"TELAVANCIN";"Small molecule";"4";"1755.66";"80";"1167";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1753.6374";"None";"C80H106Cl2N11O27P";"CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c5cc(O)c(CNCP(=O)(O)O)c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O"
"CHEMBL376140";"TIGECYCLINE";"TIGECYCLINE|Tygacil|WAY-GAR-936";"Small molecule";"4";"585.66";"111";"2021";"0.51";"205.76";"11";"7";"3";"6";"N";"0.18";"2.84";"8.61";"-3.26";"-3.41";"1";"MOL";"0";"42";"13";"8";"3";"585.2799";"ZWITTERION";"C29H39N5O8";"CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O"
"CHEMBL1200416";"SULFACETAMIDE SODIUM";"BLEPH-30|Bleph-10|CETAMIDE|ISOPTO CETAMIDE|KLARON|OCUSULF-10|OCUSULF-30|SODIUM SULAMYD|SODIUM SULFACETAMIDE|SULF-10|SULF-15|SULFACEL-15|SULFACETAMIDE SODIUM|SULFAIR 10|SULFAIR FORTE|SULFAIR-15|SULTEN-10";"Small molecule";"0";"236.23";"10";"22";"0.09";"89.26";"4";"2";"0";"2";"N";"0.68";"4.30";"2.14";"-0.26";"-1.20";"1";"MOL";"-1";"14";"5";"3";"0";"214.0412";"ACID";"C8H9N2NaO3S";"CC(=O)[N-]S(=O)(=O)c1ccc(N)cc1.[Na+]"
"CHEMBL542414";"DIFLOXACIN HYDROCHLORIDE";"ABBOTT-56619|DIFLOXACIN HYDROCHLORIDE";"Small molecule";"0";"435.86";"13";"22";"2.72";"65.78";"5";"1";"0";"3";"N";"0.73";"5.48";"6.42";"2.23";"1.44";"3";"MOL";"0";"29";"6";"1";"0";"399.1394";"ACID";"C21H20ClF2N3O3";"CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1.Cl"
"CHEMBL438";"SULFAMERAZINE";"Mesulfa|Methypyrimal|SULFAMERAZINE|SULFAMERAZINE (TRISULFAPYRIMIDINES)|Sulfamerazine|Sulfamethyldiazine|Sumedin";"Small molecule";"4";"264.31";"127";"319";"1.17";"97.97";"5";"2";"0";"3";"N";"0.81";"6.99";"2.00";"0.52";"0.08";"2";"MOL";"0";"18";"6";"3";"0";"264.0681";"NEUTRAL";"C11H12N4O2S";"Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1"
"CHEMBL542157";"SARAFLOXACIN HYDROCHLORIDE";"ABBOTT-56620|ABBOTT-57135 [SARAFLOXACIN]|SARAFLOXACIN HYDROCHLORIDE|SaraFlox Injectable|SaraFlox WSP";"Small molecule";"0";"421.83";"24";"61";"2.38";"74.57";"5";"2";"0";"3";"N";"0.72";"5.55";"8.68";"0.53";"0.53";"3";"MOL";"0";"28";"6";"2";"0";"385.1238";"ZWITTERION";"C20H18ClF2N3O3";"Cl.O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O"
"CHEMBL2105624";"REPROMICIN";"";"Small molecule";"0";"565.75";"4";"11";"3.46";"122.60";"9";"2";"1";"6";"N";"0.37";"12.82";"7.68";"3.38";"2.92";"0";"MOL";"-1";"40";"9";"2";"1";"565.3615";"NEUTRAL";"C31H51NO8";"CCC1OC(=O)CC(O)C(C)C(O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)C(CC=O)CC(C)C(=O)/C=C/C(C)=C/C1C"
"CHEMBL3301800";"CEFPROZIL";"BMY-28100-03-800|CEFPROZIL|Cefzil";"Small molecule";"4";"389.43";"8";"66";"0.71";"132.96";"6";"4";"0";"5";"N";"0.55";"3.30";"7.22";"-1.92";"-2.28";"1";"MOL";"0";"27";"8";"5";"0";"389.1045";"ACID";"C18H19N3O5S";"CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1"
"CHEMBL127";"MEROPENEM";"ICI 194,660|ICI-194660|MEROPENEM|MEROPENEM HYDRATE|MEROPENEM TRIHYDRATE|Merrem|Merrem i.v.|SM-7338";"Small molecule";"4";"383.47";"332";"5938";"-0.31";"110.18";"6";"3";"0";"5";"N";"0.56";"3.28";"9.39";"-4.35";"-4.36";"0";"MOL";"0";"26";"8";"3";"0";"383.1515";"ZWITTERION";"C17H25N3O5S";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12"
