Name,SMILES,hit_inh,hit_kill
ML130,Cc1ccc(cc1)S(=O)(=O)n1c(N)nc2ccccc12,0.0,0.0
pirenzepine,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc23)CC1,0.0,0.0
GW-311616,CC(C)[C@H]1[C@H]2[C@@H](CCN2C(=O)\C=C\CN2CCCCC2)N(C1=O)S(C)(=O)=O,0.0,0.0
2-oxopropanoate,OC(=C)C(O)=O,0.0,0.0
L-365260,CN1c2ccccc2C(=N[C@@H](NC(=O)Nc2cccc(C)c2)C1=O)c1ccccc1 |c:9|,0.0,0.0
nifekalant,Cn1c(NCCN(CCO)CCCc2ccc(cc2)[N+]([O-])=O)cc(=O)n(C)c1=O,0.0,0.0
GNF-5,OCCNC(=O)c1cccc(c1)-c1cc(Nc2ccc(OC(F)(F)F)cc2)ncn1,0.0,0.0
fluconazole,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0.0,0.0
TRAM-34,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1cccn1,0.0,0.0
PLX51107,C[C@@H](c1ccccn1)n1cc(-c2ccc(cc2)C(O)=O)c2ncc(cc12)-c1c(C)noc1C,0.0,0.0
JTE-907,CCCCCOc1c(OC)ccc2cc(C(=O)NCc3ccc4OCOc4c3)c(=O)[nH]c12,0.0,0.0
DC-260126,CCCCc1ccc(NS(=O)(=O)c2ccc(F)cc2)cc1,0.0,0.0
SU16f,Cc1[nH]c(\C=C2/C(=O)Nc3cc(ccc23)-c2ccccc2)c(C)c1CCC(O)=O,0.0,0.0
cyproterone-acetate,"CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O |t:9,12|",0.0,0.0
tiapride,CCN(CC)CCNC(=O)c1cc(ccc1OC)S(C)(=O)=O,0.0,0.0
8-bromo-cGMP,"Nc1nc(=O)c2nc(Br)n([C@@H]3O[C@@H]4CO[P@](O)(=O)O[C@H]4[C@H]3O)c2[nH]1 |a:10,12,19,20,&1:15|",0.0,0.0
naringin-dihydrochalcone,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2Oc2cc(O)c(C(=O)CCc3ccc(O)cc3)c(O)c2)[C@H](O)[C@H](O)[C@H]1O,0.0,0.0
HA-130,OB(O)c1cccc(COc2ccc(\C=C3/SC(=O)N(Cc4ccc(F)cc4)C3=O)cc2)c1,0.0,0.0
PF-02545920,Cn1cc(c(n1)-c1ccc(OCc2ccc3ccccc3n2)cc1)-c1ccncc1,0.0,0.0
relugolix,CONC(=O)Nc1ccc(cc1)-c1sc2n(Cc3c(F)cccc3F)c(=O)n(-c3ccc(OC)nn3)c(=O)c2c1CN(C)C,0.0,0.0
sacubitrilat,[H]N([C@@H](C[C@@H](C)C(O)=O)Cc1ccc(cc1)-c1ccccc1)C(=O)CCC(O)=O,0.0,0.0
SKF-91488,CN(C)CCCCSC(N)=N,0.0,0.0
LDN193189,C1CN(CCN1)c1ccc(cc1)-c1cnc2c(cnn2c1)-c1ccnc2ccccc12,0.0,0.0
pevonedistat,NS(=O)(=O)OC[C@@H]1C[C@H](C[C@@H]1O)n1ccc2c(N[C@H]3CCc4ccccc34)ncnc12,0.0,0.0
larotrectinib,O[C@H]1CCN(C1)C(=O)Nc1cnn2ccc(nc12)N1CCC[C@@H]1c1cc(F)ccc1F,0.0,0.0
20-HETE,OCCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O,0.0,0.0
CVT-10216,CS(=O)(=O)Nc1ccc(cc1)-c1coc2cc(OCc3cccc(c3)C(O)=O)ccc2c1=O,0.0,0.0
PIT,[O-][N+]1=C(C(=O)c2ccccc12)c1ccccn1 |t:1|,0.0,0.0
BMS-806,COc1ccnc2[nH]cc(C(=O)C(=O)N3CCN(C[C@H]3C)C(=O)c3ccccc3)c12,0.0,0.0
luzindole,CC(=O)NCCc1c(Cc2ccccc2)[nH]c2ccccc12,0.0,0.0
GSK2801,CCCOc1ccn2c(cc(-c3ccccc3S(C)(=O)=O)c2c1)C(C)=O,0.0,0.0
argireline,CSCC[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(O)=O)NC(C)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(N)=O,0.0,0.0
cysteamine,NCCS,0.0,0.0
TC-O-9311,COc1cc(OC)cc(c1)C(=O)NNC(=O)Nc1cccc2ccccc12,0.0,0.0
MK-0812,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@](C1)(C(C)C)C(=O)N1CCc2ncc(cc2C1)C(F)(F)F,0.0,0.0
bupivacaine,"CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C |&1:9,r|",0.0,0.0
empagliflozin,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c1ccc(Cl)c(Cc2ccc(O[C@H]3CCOC3)cc2)c1,0.0,0.0
6-aminochrysene,Nc1cc2c3ccccc3ccc2c2ccccc12,0.0,0.0
NSC-9965,"CO[C@H]1CC=C2CCN3CCC4=C(CC(=O)OC4)[C@]23C1 |t:4,11|",0.0,0.0
triptan,CC(C)C(C)(C)C,0.0,0.0
norvancomycin,[H][C@@]1(C[C@](C)(N)[C@H](O)[C@H](C)O1)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1Oc1c2Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@H](N)CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@]3([H])c(c2)cc1Oc1ccc(cc1Cl)[C@@H](O)[C@]1([H])NC(=O)[C@]([H])(NC3=O)c2ccc(O)c(c2)-c2c(O)cc(O)cc2[C@]([H])(NC1=O)C(O)=O,0.0,0.0
EGF816,CN(C)C\C=C\C(=O)N1CCCC[C@H](C1)n1c(NC(=O)c2ccnc(C)c2)nc2cccc(Cl)c12,0.0,0.0
ifosfamide,ClCCN[P@@]1(=O)OCCCN1CCCl |r|,0.0,0.0
quinethazone,"CC[C@H]1NC(=O)c2cc(c(Cl)cc2N1)S(N)(=O)=O |&1:2,r|",0.0,0.0
BIBR-1532,C\C(=C/C(=O)Nc1ccccc1C(O)=O)c1ccc2ccccc2c1,0.0,0.0
RAD140,[H][C@@](C)(O)[C@@]([H])(Nc1ccc(C#N)c(Cl)c1C)c1nnc(o1)-c1ccc(cc1)C#N,0.0,0.0
phenyl-salicylate,Oc1ccccc1C(=O)Oc1ccccc1,0.0,0.0
setiptiline,CN1CCC2=C(C1)c1ccccc1Cc1ccccc21 |c:4|,0.0,0.0
veledimex,CCC[C@@H](N(NC(=O)c1cccc(OC)c1CC)C(=O)c1cc(C)cc(C)c1)C(C)(C)C,0.0,0.0
oxprenolol,CC(C)NC[C@@H](O)COc1ccccc1OCC=C |&1:5|,0.0,0.0
GS-39783,CSc1nc(NC2CCCC2)c(c(NC2CCCC2)n1)[N+]([O-])=O,0.0,0.0
picrotin,"CC(C)(O)[C@H]1[C@H]2OC(=O)[C@@H]1[C@@]1(O)C[C@H]3O[C@]33C(=O)O[C@@H]2[C@@]13C |&1:4,&2:5,&3:9,&4:10,&5:13,&6:15,&7:19,&8:20,r|",0.0,0.0
nifenalol,"CC(C)NC[C@@H](O)c1ccc(cc1)[N+]([O-])=O |&1:5,r|",0.0,0.0
CP-99994,COc1ccccc1CN[C@H]1CCCN[C@H]1c1ccccc1,0.0,0.0
apricitabine,Nc1ccn([C@H]2CO[C@@H](CO)S2)c(=O)n1,0.0,0.0
ecabapide,CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1,0.0,0.0
GSK3117391,ONC(=O)CCc1ccc(CN[C@@H](C2CCCCC2)C(=O)OC2CCCC2)cn1,0.0,0.0
tetracaine,CCCCNc1ccc(cc1)C(=O)OCCN(C)C,0.0,0.0
PD-123319,CN(C)c1ccc(Cn2cnc3CN([C@@H](Cc23)C(O)=O)C(=O)C(c2ccccc2)c2ccccc2)cc1C,0.0,0.0
CS-110266,C1CCN(CC1)C1(CCCCC1)c1cc2ccccc2s1,0.0,0.0
linagliptin,CC#CCn1c(nc2n(C)c(=O)n(Cc3nc(C)c4ccccc4n3)c(=O)c12)N1CCC[C@@H](N)C1,0.0,0.0
mepyramine,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,0.0,0.0
AMG900,Cc1csc(c1)-c1nnc(Nc2ccc(Oc3ncccc3-c3ccnc(N)n3)cc2)c2ccccc12,0.0,0.0
beclabuvir,COc1ccc2-c3c(C4CCCCC4)c4ccc(cc4n3C[C@]3(C[C@H]3c2c1)C(=O)N1[C@H]2CC[C@@H]1CN(C)C2)C(=O)NS(=O)(=O)N(C)C |THB:27:29:31.32:34.35.37|,0.0,0.0
AZD5582,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1C(=O)N[C@@H]1[C@@H](Cc2ccccc12)OCC#CC#CCO[C@@H]1Cc2ccccc2[C@@H]1NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@H](C)NC)C1CCCCC1,0.0,0.0
leucylleucine-methyl-ester,COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CC(C)C,0.0,0.0
thonzylamine,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,0.0,0.0
raltegravir,Cc1nnc(o1)C(=O)NC(C)(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C,0.0,0.0
hydroflumethiazide,NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,0.0,0.0
vanitiolide,COc1cc(ccc1O)C(=S)N1CCOCC1,0.0,0.0
ornipressin,[H][C@@]1(Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O,0.0,0.0
K-Ras(G12C)-inhibitor-12,Oc1cc(Cl)c(I)cc1NCC(=O)N1CCN(CC1)C(=O)C=C,0.0,0.0
apafant,Cc1nnc2CN=C(c3cc(CCC(=O)N4CCOCC4)sc3-n12)c1ccccc1Cl |c:6|,0.0,0.0
DFB,Fc1cccc(\C=N\N=C\c2cccc(F)c2)c1,0.0,0.0
vinflunine,CC[C@@]12C=CCN3CC[C@@]4([C@H]13)[C@@H](N(C)c1cc(OC)c(cc41)[C@]1(C[C@@H]3C[C@H](C[N@@](C3)CCc3c1[nH]c1ccccc31)C(C)(F)F)C(=O)OC)[C@](O)([C@@H]2OC(C)=O)C(=O)OC |c:3|,0.0,0.0
pimozide,Fc1ccc(cc1)C(CCCN1CCC(CC1)n1c2ccccc2[nH]c1=O)c1ccc(F)cc1,0.0,0.0
O4I1,COc1ccc(COc2ccc(CC#N)cc2)cc1,0.0,0.0
clemizole,Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc23)cc1,0.0,0.0
paliperidone,"Cc1nc2[C@@H](O)CCCn2c(=O)c1CCN1CCC(CC1)c1noc2cc(F)ccc12 |&1:4,r|",0.0,0.0
gastrodin,OC[C@H]1O[C@@H](Oc2ccc(CO)cc2)[C@H](O)[C@@H](O)[C@@H]1O,0.0,0.0
"2,3-DCPE",OCCNCCCOc1cccc(Cl)c1Cl,0.0,0.0
levamlodipine,"CCOC(=O)C1=C(COCCN)NC(C)=C([C@@H]1c1ccccc1Cl)C(=O)OC |c:5,14|",0.0,0.0
trimethoquinol,COc1cc(C[C@H]2NCCc3cc(O)c(O)cc23)cc(OC)c1OC |&1:6|,0.0,0.0
glutathione,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,0.0,0.0
TC-A-2317,C[C@@H](CCCC(C)(C)O)Nc1nc(Nc2cc(C)n[nH]2)cc(C)c1C#N |&1:1|,0.0,0.0
mavoglurant,COC(=O)N1CC[C@@H]2[C@H]1CCC[C@@]2(O)C#Cc1cccc(C)c1,0.0,0.0
polyinosine,"O[C@H]1[C@@H](COP(O)(O)=O)O[C@@H]([C@@H]1O)n1cnc2c1[nH]cnc2=O |&1:1,&2:2,&3:10,&4:11,r|",0.0,0.0
prilocaine,"CCCN[C@@H](C)C(=O)Nc1ccccc1C |&1:4,r|",0.0,0.0
atracurium,"COc1ccc(C[C@H]2c3cc(OC)c(OC)cc3CC[N@@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@@H]2Cc2ccc(OC)c(OC)c2)cc1OC |&1:7,&2:20,&3:37,&4:51|",0.0,0.0
tabimorelin,CNC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@@H](Cc1ccc2ccccc2c1)N(C)C(=O)\C=C\CC(C)(C)N,0.0,0.0
PF-4800567,Nc1ncnc2n(nc(COc3cccc(Cl)c3)c12)C1CCOCC1,0.0,0.0
stobadine,CN1CC[C@H]2Nc3ccc(C)cc3[C@H]2C1,0.0,0.0
velaresol,OC(=O)CCCCOc1cccc(O)c1C=O,0.0,0.0
megestrol-acetate,"CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O |t:9,12|",0.0,0.0
SB-705498,FC(F)(F)c1ccc(nc1)N1CC[C@H](C1)NC(=O)Nc1ccccc1Br,0.0,0.0
LCQ908,OC(=O)C[C@H]1CC[C@@H](CC1)c1ccc(cc1)-c1ccc(Nc2ccc(nc2)C(F)(F)F)cn1 |r|,0.0,0.0
DS2-(806622),Clc1ccc(cc1)C(=O)Nc1c(nc2ccccn12)-c1cccs1,0.0,0.0
CKD-712,Oc1cc2CCN[C@@H](Cc3cccc4ccccc34)c2cc1O |&1:7|,0.0,0.0
BIMU-8,"CC(C)n1c2ccccc2n(C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3C)c1=O |&1:14,16,19|",0.0,0.0
4-propylbenzoic-acid,CCCc1ccc(cc1)C(O)=O,0.0,0.0
guacetisal,COc1ccccc1OC(=O)c1ccccc1OC(C)=O,0.0,0.0
zometapine,Cc1nn(C)c2NCCN=C(c12)c1cccc(Cl)c1 |c:9|,0.0,0.0
BTB1,[O-][N+](=O)c1cc(Cl)ccc1S(=O)(=O)c1ccccc1,0.0,0.0
hydroxyamphetamine,C[C@@H](N)Cc1ccc(O)cc1 |&1:1|,0.0,0.0
lemborexant,Cc1ncc(OC[C@]2(C[C@H]2C(=O)Nc2ccc(F)cn2)c2cccc(F)c2)c(C)n1,0.0,0.0
JDTic,CC(C)[C@@H](CN1CC[C@](C)([C@@H](C)C1)c1cccc(O)c1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1,0.0,0.0
VER-49009,CCNC(=O)c1[nH]nc(c1-c1ccc(OC)cc1)-c1cc(Cl)c(O)cc1O,0.0,0.0
ftorafur,Fc1cn([C@H]2CCCO2)c(=O)[nH]c1=O,0.0,0.0
SNX-5422,CC1(C)Cc2c(c(nn2-c2ccc(C(N)=O)c(N[C@H]3CC[C@@H](CC3)OC(=O)CN)c2)C(F)(F)F)C(=O)C1 |r|,0.0,0.0
TC-G-1005,Cc1ccc(C)c(Oc2ccncc2C(=O)N2CCN(C3CC3)c3ccccc23)c1,0.0,0.0
fenipentol,"CCCC[C@@H](O)c1ccccc1 |&1:4,r|",0.0,0.0
benzoxiquine,O=C(Oc1cccc2cccnc12)c1ccccc1,0.0,0.0
dapagliflozin,CCOc1ccc(Cc2cc(ccc2Cl)[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,0.0,0.0
menatetrenone,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC1=C(C)C(=O)c2ccccc2C1=O |c:20|,0.0,0.0
MJ-15,Cc1c(nn(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NCc1cccnc1,0.0,0.0
CHIR-99021,Cc1c[nH]c(n1)-c1cnc(NCCNc2ccc(cn2)C#N)nc1-c1ccc(Cl)cc1Cl,0.0,0.0
sancycline,"[H][C@@]12Cc3cccc(O)c3C(=O)[C@@H]1C(=O)[C@]1(O)C(=O)[C@H](C(N)=O)C(=O)[C@@H](N(C)C)[C@]1([H])C2 |&1:19,&2:12|",0.0,0.0
10-deacetylbaccatin,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]1(C)[C@@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](O)C(C)=C([C@@H](O)C1=O)C2(C)C |t:33|,0.0,0.0
emetine,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc12,0.0,0.0
SKF-77434,Oc1cc2CCN(CC=C)C[C@@H](c3ccccc3)c2cc1O |&1:11|,0.0,0.0
guanosine,Nc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,0.0,0.0
sulfacarbamide,NC(=O)NS(=O)(=O)c1ccc(N)cc1,0.0,0.0
AZD9272,Fc1ccc(nc1)-c1noc(n1)-c1cc(F)cc(c1)C#N,0.0,0.0
5-BDBD,Brc1cccc(c1)C1=NCC(=O)Nc2c1oc1ccccc21 |t:8|,0.0,0.0
temefos,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,0.0,0.0
barasertib-HQPA,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)n[nH]3)ncnc2c1,0.0,0.0
PRN1371,CNc1ncc2cc(-c3c(Cl)c(OC)cc(OC)c3Cl)c(=O)n(CCCN3CCN(CC3)C(=O)C=C)c2n1,0.0,0.0
efaproxiral,Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(O)=O)cc2)c1,0.0,0.0
algestone-acetophenide,CC(=O)[C@@]12O[C@@](C)(O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]21C)c1ccccc1 |t:15|,0.0,0.0
flucytosine,Nc1nc(=O)[nH]cc1F,0.0,0.0
AC-186,Oc1ccc(cc1)C1(CCC(F)(F)CC1)c1ccccc1F,0.0,0.0
idalopirdine,FC(F)C(F)(F)COc1cccc(CNCCc2c[nH]c3cc(F)ccc23)c1,0.0,0.0
RLX,O=c1n2CCCCCc2nc2ccccc12,0.0,0.0
PD-168393,Brc1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1,0.0,0.0
bardoxolone-methyl,"COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2 |t:16,20|",0.0,0.0
rac-BHFF,"CC(C)(C)c1cc2c(OC(=O)[C@@]2(O)C(F)(F)F)c(c1)C(C)(C)C |&1:11,r|",0.0,0.0
sucralose,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl,0.0,0.0
prednisolone-hemisuccinate,"C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(O)=O |a:1,3,15,20,&1:5,&2:6,&3:17,c:13,t:9|",0.0,0.0
felypressin,[H][C@@]1(Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)NCC(N)=O,0.0,0.0
ezutromid,CCN(CC)c1ccc(cc1)-n1nc2cc(C)c(N)cc2n1,0.0,0.0
"1,12-Besm",CCNCCCNCCCCNCCCNCC,0.0,0.0
cloperastine,Clc1ccc(cc1)[C@@H](OCCN1CCCCC1)c1ccccc1 |&1:7|,0.0,0.0
spautin-1,Fc1ccc(CNc2ncnc3ccc(F)cc23)cc1,0.0,0.0
tadalafil,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3OCOc3c2)C1=O,0.0,0.0
AR-C155858,CC(C)Cn1c2sc(Cc3c(C)n[nH]c3C)c(C(=O)N3C[C@H](O)CO3)c2c(=O)n(C)c1=O,0.0,0.0
IBC-293,CC(C)n1nnc2cc(ccc12)C(O)=O,0.0,0.0
hexestrol,CC[C@@H]([C@@H](CC)c1ccc(O)cc1)c1ccc(O)cc1,0.0,0.0
tyrphostin-AG-835,C[C@H](NC(=O)C(=C\c1ccc(O)c(O)c1)\C#N)c1ccccc1,0.0,0.0
CK-101,OCCN1CCN(CC1)c1ccc(Nc2ncc3cccc(-c4cccc(NC(=O)C=C)c4)c3n2)c(F)c1F,0.0,0.0
dihomo-gamma-linolenic-acid,CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(O)=O,0.0,0.0
decernotinib,"CC[C@@](C)(Nc1ccnc(n1)-c1c[nH]c2ncccc12)C(=O)NCC(F)(F)F |&1:2,r|",0.0,0.0
PLX647,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncccc34)cn2)cc1,0.0,0.0
SR-3306,Cc1ccc(cn1)-c1ncn(n1)-c1ccc(Nc2nccc(n2)-c2cccc(c2)N2CCOCC2)cc1,0.0,0.0
eribulin,"[H][C@@]12CC(=C)[C@]([H])(CC[C@@]3([H])C[C@@H](C)C(=C)[C@@]([H])(C[C@]4([H])O[C@H](C[C@H](O)CN)[C@H](OC)[C@@]4([H])CC(=O)C[C@@]4([H])CC[C@]5([H])O[C@@]6([H])[C@@]7([H])O[C@@]8(C[C@@]7([H])O[C@@]6([H])[C@@]([H])(O8)[C@@]5([H])O4)CC1)O3)O2 |THB:43:44:51.53:48.49.56.58,50:49:44:51.53,50:51:44:48.49.56.58,53:54:46.48.49.58:41.43.59,59:56:44:51.53|",0.0,0.0
centhaquin,Cc1cccc(c1)N1CCN(CCc2ccc3ccccc3n2)CC1,0.0,0.0
trofinetide,NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(O)=O)C(O)=O,0.0,0.0
corticosterone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2C(=O)CO |t:9|,0.0,0.0
tedizolid,Cn1nnc(n1)-c1ccc(cn1)-c1ccc(cc1F)N1C[C@H](CO)OC1=O,0.0,0.0
cefadroxil,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c1ccc(O)cc1)C2=O)C(O)=O |t:1|,0.0,0.0
diphencyprone,O=c1c(c1-c1ccccc1)-c1ccccc1,0.0,0.0
fomocaine,C(CN1CCOCC1)Cc1ccc(COc2ccccc2)cc1,0.0,0.0
glycopyrrolate,"C[N+]1(C)CC[C@@H](C1)OC(=O)[C@@](O)(C1CCCC1)c1ccccc1 |&1:5,&2:10|",0.0,0.0
paromomycin,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,0.0,0.0
PF-477736,Cn1cc(cn1)-c1[nH]c2cc(NC(=O)[C@H](N)C3CCCCC3)cc3c2c1cn[nH]c3=O,0.0,0.0
luliconazole,Clc1ccc([C@@H]2CS\C(S2)=C(\C#N)n2ccnc2)c(Cl)c1,0.0,0.0
DIM-C-pPhCO2Me,COC(=O)c1ccc(cc1)C(c1c[nH]c2ccccc12)c1c[nH]c2ccccc12,0.0,0.0
canagliflozin,Cc1ccc(cc1Cc1ccc(s1)-c1ccc(F)cc1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.0,0.0
CGP-74514,CCn1cnc2c(Nc3cccc(Cl)c3)nc(N[C@@H]3CCCC[C@@H]3N)nc12,0.0,0.0
amisulpride,"CCN1CCC[C@@H]1CNC(=O)c1cc(c(N)cc1OC)S(=O)(=O)CC |&1:6,r|",0.0,0.0
bropirimine,Nc1nc(=O)c(Br)c([nH]1)-c1ccccc1,0.0,0.0
propoxur,CNC(=O)Oc1ccccc1OC(C)C,0.0,0.0
TCV-309,CCC[n+]1cc(Br)cc(c1)C(=O)N(CCC(=O)NCCOC(=O)N1CCc2ccccc2C1)c1ccccc1,0.0,0.0
quinine,COc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)c2c1,0.0,0.0
benzo[d]thiazole-2(3H)-thione,S=c1[nH]c2ccccc2s1,0.0,0.0
lersivirine,CCc1nn(CCO)c(CC)c1Oc1cc(cc(c1)C#N)C#N,0.0,0.0
MEK1-2-inhibitor,Nc1ccc(SC(=N)C(C#N)c2ccccc2C(F)(F)F)cc1,0.0,0.0
bafilomycin-a1,"[H][C@@]1(OC(=O)\C(OC)=C\C(\C)=C/[C@@H](C)[C@@H](O)[C@@H](C)C\C(C)=C\C=C\[C@@H]1OC)[C@@H](C)[C@@H](O)[C@H](C)[C@@]1(O)C[C@@H](O)[C@H](C)[C@H](O1)C(C)C |c:10,t:7,20,22|",0.0,0.0
acetylcholine,CC(=O)OCC[N+](C)(C)C,0.0,0.0
sodium-ascorbate,"OC[C@H](O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O |a:2,4,&1:8,&2:10|",0.0,0.0
pradefovir,Nc1ncnc2n(CCOC[P@@]3(=O)OCC[C@H](O3)c3cccc(Cl)c3)cnc12,0.0,0.0
vesnarinone,COc1ccc(cc1OC)C(=O)N1CCN(CC1)c1ccc2NC(=O)CCc2c1,0.0,0.0
MK-0608,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1ccc2c(N)ncnc12,0.0,0.0
voreloxin,CN[C@H]1CN(C[C@@H]1OC)c1ccc2c(n1)n(cc(C(O)=O)c2=O)-c1nccs1,0.0,0.0
piperine,O=C(\C=C\C=C\c1ccc2OCOc2c1)N1CCCCC1,0.0,0.0
RG7800,CCc1nc(C)cn2nc(cc12)-c1cc(=O)n2cc(cc(C)c2n1)C1CCN(C)CC1,0.0,0.0
O-304,Clc1ccc(Cn2sc(NC(=O)c3ccc(Cl)cc3)nc2=O)cc1,0.0,0.0
2-APB,NCCOB(c1ccccc1)c1ccccc1,0.0,0.0
maraviroc,CC(C)c1nnc(C)n1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,0.0,0.0
SQ-109,CC(C)=CCC\C(C)=C\CNCCNC1[C@H]2C[C@@H]3C[C@@H](C[C@H]1C3)C2 |r|,0.0,0.0
pindolol,"CC(C)NC[C@@H](O)COc1cccc2[nH]ccc12 |&1:5,r|",0.0,0.0
KN-62,"CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(CC1)c1ccccc1)S(=O)(=O)c1cccc2cnccc12 |&1:2,r|",0.0,0.0
benzocaine,CCOC(=O)c1ccc(N)cc1,0.0,0.0
lappaconite,CCN1C[C@@]2(CC[C@H](OC)[C@@]34[C@@H]5C[C@H]6[C@H](OC)[C@]5(O)[C@](O)(C[C@@H]6OC)[C@@H](C[C@H]23)[C@@H]14)OC(=O)c1ccccc1NC(C)=O,0.0,0.0
